iter	RMSE
853	0.850792337
854	0.8495551673
855	0.8484360302
856	0.8474595173
857	0.8471975187
858	0.8462824674
859	0.846076486
860	0.8450186762
861	0.8443566851
862	0.8434133871
863	0.8427240354
864	0.841670335
865	0.8412820316
866	0.8407878355
867	0.8401457647
868	0.8390148094
869	0.8380061591
870	0.83774269
871	0.8367710046
872	0.83560857
873	0.8350931135
874	0.8344807558
875	0.8326076499
876	0.8322548416
877	0.8315490112
878	0.8309770002
879	0.8303583576
880	0.8296159526
881	0.8281841938
882	0.8266531216
883	0.8254893871
884	0.8245844028
885	0.8239210994
886	0.8231744659
887	0.82275327
888	0.8222388387
889	0.8211725689
890	0.8199366799
891	0.8194649951
892	0.8184984451
893	0.8176243991
894	0.8170024922
895	0.8162189445
896	0.8157254244
897	0.8146954406
898	0.8139059467
899	0.8131165033
900	0.8118934918
901	0.8107003275
902	0.810231097
903	0.8099664972
904	0.8093204182
905	0.8078644336
906	0.807113534
907	0.806604178
908	0.8061604857
909	0.8054239551
910	0.8047823482
911	0.8039103764
912	0.8035471146
913	0.8034703553
914	0.8033929819
915	0.8026763019
916	0.8015816244
917	0.8010921076
918	0.800417978
919	0.7999328974
920	0.7982261877
921	0.7978019276
922	0.7966780032
923	0.7959749801
924	0.7958633131
925	0.7946385306
926	0.7936752373
927	0.7925043762
928	0.7919177138
929	0.7913677431
930	0.7909136721
931	0.7892441817
932	0.7881327697
933	0.7872966116
934	0.7866892884
935	0.7865996516
936	0.784662026
937	0.7838628476
938	0.7836664257
939	0.7832358558
940	0.7825932788
941	0.7811779528
942	0.7803383629
943	0.7787211452
944	0.7785624052
945	0.7781072842
946	0.7772831721
947	0.7761194187
948	0.7751364385
949	0.7744479129
950	0.773861526
951	0.7730965226
952	0.7725579857
953	0.7714390228
954	0.7709809102
955	0.7697325033
956	0.7687727212
957	0.7684001179
958	0.7680488353
959	0.767143229
960	0.76677165
961	0.7654628465
962	0.7652266
963	0.764828515
964	0.764269176
965	0.7632062996
966	0.7621432256
967	0.7617789204
968	0.7615021052
969	0.7605537688
970	0.7601850481
971	0.7597396299
972	0.7591933411
973	0.7590260273
974	0.7582380339
975	0.7579498892
976	0.7570918221
977	0.756562163
978	0.7562881936
979	0.7552022262
980	0.7548592746
981	0.7544007816
982	0.7535425472
983	0.7527121261
984	0.7521963565
985	0.7513249004
986	0.751072252
987	0.7503999469
988	0.7497166954
989	0.7487891551
990	0.7472420115
991	0.7463493564
992	0.7456526668
993	0.7452340739
994	0.7445278433
995	0.7442541063
996	0.7437449091
997	0.7432798625
998	0.7423156796
999	0.7418598673
